id_custo,id_chamado,custo
3427,17512,"0,00621115"
3428,27583,"0,00621240"
3429,1369,"0,00621244"
3430,23993,"0,00621354"
3431,11286,"0,00621453"
3432,6987,"0,00621785"
3433,6033,"0,00622227"
3434,1897,"0,00622902"
3435,24234,"0,00622986"
3436,5200,"0,00623031"
3437,11125,"0,00623049"
3438,18468,"0,00623111"
3439,7693,"0,00623396"
3440,13699,"0,00623495"
3441,17022,"0,00623757"
3442,3641,"0,00624123"
3443,1818,"0,00624264"
3444,13942,"0,00624381"
3445,16187,"0,00624442"
3446,2609,"0,00624864"
3447,23606,"0,00625084"
3448,13984,"0,00625122"
3449,5946,"0,00625410"
3450,29805,"0,00625496"
3451,4742,"0,00625527"
3452,20455,"0,00625565"
3453,26854,"0,00625654"
3454,29728,"0,00626041"
3455,26827,"0,00626100"
3456,10422,"0,00626976"
3457,24516,"0,00627018"
3458,26487,"0,00627072"
3459,14101,"0,00627120"
3460,15516,"0,00627138"
3461,3594,"0,00627386"
3462,4002,"0,00627517"
3463,7781,"0,00627601"
3464,10888,"0,00627636"
3465,27496,"0,00627888"
3466,28798,"0,00628305"
3467,23771,"0,00628319"
3468,1360,"0,00629164"
3469,8872,"0,00629215"
3470,16396,"0,00629496"
3471,9916,"0,00629535"
3472,5209,"0,00629746"
3473,17678,"0,00630643"
3474,14433,"0,00630719"
3475,974,"0,00630795"
3476,676,"0,00631612"
3477,1476,"0,00631786"
3478,9429,"0,00631916"
3479,16628,"0,00631953"
3480,5943,"0,00632108"
3481,9452,"0,00632195"
3482,13548,"0,00632363"
3483,17182,"0,00632364"
3484,29118,"0,00632797"
3485,13316,"0,00633019"
3486,10789,"0,00633088"
3487,10801,"0,00633147"
3488,6901,"0,00633322"
3489,18032,"0,00633392"
3490,13540,"0,00633542"
3491,27023,"0,00633633"
3492,1458,"0,00634131"
3493,6567,"0,00634422"
3494,23409,"0,00634424"
3495,3090,"0,00634497"
3496,26018,"0,00634523"
3497,16189,"0,00634689"
3498,1404,"0,00634703"
3499,17566,"0,00634878"
3500,2532,"0,00634970"
3501,10402,"0,00635029"
3502,23317,"0,00635112"
3503,17572,"0,00635347"
3504,2036,"0,00635460"
3505,23612,"0,00635491"
3506,17173,"0,00635501"
3507,21025,"0,00635608"
3508,6822,"0,00636244"
3509,25107,"0,00636257"
3510,309,"0,00636282"
3511,27431,"0,00636329"
3512,23209,"0,00636444"
3513,6854,"0,00636556"
3514,14808,"0,00636886"
3515,6120,"0,00636911"
3516,14082,"0,00636981"
3517,2517,"0,00636981"
3518,9580,"0,00637027"
3519,25768,"0,00637765"
3520,11476,"0,00637887"
3521,8078,"0,00637902"
3522,22007,"0,00638186"
3523,1669,"0,00638241"
3524,15407,"0,00638427"
3525,273,"0,00638490"
3526,8510,"0,00638913"
3527,21294,"0,00639265"
3528,5667,"0,00639327"
3529,694,"0,00639483"
3530,11060,"0,00639619"
3531,20198,"0,00639849"
3532,19578,"0,00640200"
3533,27666,"0,00640423"
3534,28146,"0,00640485"
3535,1194,"0,00640972"
3536,19982,"0,00641062"
3537,12345,"0,00641382"
3538,8587,"0,00641487"
3539,25139,"0,00641648"
3540,1980,"0,00641981"
3541,2184,"0,00642028"
3542,28602,"0,00642061"
3543,29224,"0,00642095"
3544,504,"0,00642210"
3545,20186,"0,00642252"
3546,18775,"0,00642465"
3547,14544,"0,00642610"
3548,14475,"0,00642776"
3549,7905,"0,00642839"
3550,19198,"0,00642927"
3551,23621,"0,00642944"
3552,15171,"0,00643203"
3553,15518,"0,00643255"
3554,16717,"0,00643350"
3555,11415,"0,00643395"
3556,23440,"0,00643402"
3557,16049,"0,00643883"
3558,25483,"0,00644102"
3559,10348,"0,00644145"
3560,8322,"0,00644210"
3561,3834,"0,00644436"
3562,15444,"0,00644585"
3563,4769,"0,00644592"
3564,29238,"0,00644725"
3565,3841,"0,00645242"
3566,28914,"0,00645349"
3567,9732,"0,00645423"
3568,26009,"0,00645568"
3569,19245,"0,00645736"
3570,19001,"0,00646112"
3571,13917,"0,00646148"
3572,4197,"0,00646783"
3573,7419,"0,00646938"
3574,11591,"0,00646991"
3575,1666,"0,00647094"
3576,9243,"0,00647147"
3577,22757,"0,00647320"
3578,24121,"0,00647320"
3579,13141,"0,00647981"
3580,15502,"0,00648050"
3581,4702,"0,00648152"
3582,22843,"0,00648416"
3583,28028,"0,00648469"
3584,29232,"0,00648604"
3585,21049,"0,00649156"
3586,5842,"0,00649276"
3587,19510,"0,00649355"
3588,29291,"0,00649401"
3589,1212,"0,00649644"
3590,3732,"0,00649768"
3591,29353,"0,00649779"
3592,26459,"0,00650133"
3593,366,"0,00650435"
3594,9749,"0,00651136"
3595,24661,"0,00651198"
3596,8624,"0,00651304"
3597,18593,"0,00651530"
3598,11203,"0,00652013"
3599,2103,"0,00652090"
3600,20566,"0,00652108"
3601,22995,"0,00652197"
3602,6702,"0,00652265"
3603,20518,"0,00652302"
3604,9780,"0,00652514"
3605,4840,"0,00652539"
3606,26789,"0,00652630"
3607,13522,"0,00652632"
3608,25162,"0,00652761"
3609,24977,"0,00652795"
3610,1596,"0,00652851"
3611,24609,"0,00652880"
3612,26103,"0,00653124"
3613,29496,"0,00653459"
3614,9894,"0,00653613"
3615,7829,"0,00653794"
3616,26172,"0,00653994"
3617,29929,"0,00654269"
3618,18372,"0,00654286"
3619,12851,"0,00654449"
3620,17342,"0,00654683"
3621,13868,"0,00654817"
3622,2496,"0,00654942"
3623,23470,"0,00655208"
3624,3555,"0,00655219"
3625,19123,"0,00655256"
3626,2966,"0,00655299"
3627,6435,"0,00655354"
3628,27350,"0,00655566"
3629,28677,"0,00656067"
3630,4166,"0,00656343"
3631,21952,"0,00656380"
3632,5421,"0,00656386"
3633,29681,"0,00656787"
3634,28197,"0,00656872"
3635,1029,"0,00656914"
3636,4908,"0,00657018"
3637,12165,"0,00657170"
3638,26501,"0,00657298"
3639,22333,"0,00657632"
3640,22583,"0,00657761"
3641,13835,"0,00657952"
3642,29040,"0,00658029"
3643,27333,"0,00658116"
3644,18374,"0,00658244"
3645,3667,"0,00658482"
3646,11592,"0,00658605"
3647,19221,"0,00658651"
3648,29283,"0,00658740"
3649,9366,"0,00658842"
3650,19690,"0,00659030"
3651,10047,"0,00659120"
3652,11248,"0,00659218"
3653,28516,"0,00659236"
3654,13846,"0,00659469"
3655,4391,"0,00659538"
3656,10424,"0,00660061"
3657,7262,"0,00660124"
3658,13753,"0,00660174"
3659,4053,"0,00660238"
3660,15699,"0,00660254"
3661,27095,"0,00660306"
3662,9872,"0,00660646"
3663,1004,"0,00660691"
3664,28409,"0,00660788"
3665,21394,"0,00660818"
3666,20572,"0,00661037"
3667,12313,"0,00661223"
3668,13960,"0,00661229"
3669,10533,"0,00661422"
3670,20270,"0,00661465"
3671,24473,"0,00661648"
3672,14470,"0,00662073"
3673,6365,"0,00662213"
3674,11758,"0,00662386"
3675,26047,"0,00662532"
3676,11079,"0,00662867"
3677,29742,"0,00663075"
3678,10118,"0,00663077"
3679,1238,"0,00663133"
3680,10774,"0,00663464"
3681,13346,"0,00663652"
3682,2805,"0,00663887"
3683,5424,"0,00664026"
3684,29803,"0,00664138"
3685,6097,"0,00664147"
3686,25792,"0,00664467"
3687,26489,"0,00665560"
3688,22416,"0,00666033"
3689,14619,"0,00666039"
3690,24847,"0,00666134"
3691,13495,"0,00667027"
3692,28794,"0,00667143"
3693,2907,"0,00667567"
3694,9448,"0,00667616"
3695,26482,"0,00667995"
3696,22788,"0,00668184"
3697,24726,"0,00668378"
3698,17677,"0,00668634"
3699,23387,"0,00668922"
3700,15865,"0,00668935"
3701,25125,"0,00668993"
3702,2160,"0,00669207"
3703,16493,"0,00669301"
3704,2423,"0,00669536"
3705,25459,"0,00669646"
3706,21497,"0,00669695"
3707,1799,"0,00669774"
3708,22436,"0,00670072"
3709,12841,"0,00670104"
3710,15521,"0,00670302"
3711,19020,"0,00670335"
3712,18142,"0,00670474"
3713,1053,"0,00670631"
3714,22692,"0,00670648"
3715,24288,"0,00671022"
3716,2171,"0,00671261"
3717,6800,"0,00671668"
3718,2180,"0,00671846"
3719,5314,"0,00672107"
3720,28701,"0,00672209"
3721,11647,"0,00672264"
3722,25343,"0,00672589"
3723,6819,"0,00672792"
3724,399,"0,00672864"
3725,12771,"0,00672979"
3726,19755,"0,00673003"
3727,18886,"0,00673653"
3728,24959,"0,00673818"
3729,27001,"0,00674184"
3730,9663,"0,00674199"
3731,14962,"0,00674359"
3732,6566,"0,00674637"
3733,22725,"0,00674758"
3734,19890,"0,00674800"
3735,15709,"0,00675014"
3736,7319,"0,00675062"
3737,318,"0,00675671"
3738,9119,"0,00675768"
3739,4862,"0,00675968"
3740,26209,"0,00676273"
3741,18274,"0,00676781"
3742,23160,"0,00677291"
3743,17030,"0,00677514"
3744,25926,"0,00677614"
3745,16587,"0,00677649"
3746,26776,"0,00677862"
3747,17444,"0,00678247"
3748,9318,"0,00678357"
3749,23695,"0,00678550"
3750,41,"0,00678671"
3751,7185,"0,00678700"
3752,4552,"0,00678748"
3753,6179,"0,00678786"
3754,8775,"0,00679145"
3755,10589,"0,00679303"
3756,26516,"0,00679820"
3757,20184,"0,00679849"
3758,24410,"0,00679923"
3759,5813,"0,00680387"
3760,552,"0,00680486"
3761,9813,"0,00680549"
3762,28590,"0,00681086"
3763,4875,"0,00681148"
3764,18268,"0,00681184"
3765,13037,"0,00681254"
3766,8974,"0,00681353"
3767,24686,"0,00681599"
3768,22635,"0,00681722"
3769,5114,"0,00682150"
3770,8392,"0,00682193"
3771,27000,"0,00682474"
3772,11719,"0,00683031"
3773,8319,"0,00683229"
3774,23329,"0,00683508"
3775,6339,"0,00683727"
3776,10619,"0,00684038"
3777,27576,"0,00684040"
3778,27459,"0,00684062"
3779,10937,"0,00684269"
3780,17044,"0,00684492"
3781,28119,"0,00684512"
3782,29661,"0,00684642"
3783,15397,"0,00685225"
3784,27509,"0,00685467"
3785,25786,"0,00685931"
3786,23830,"0,00686024"
3787,27633,"0,00686070"
3788,3314,"0,00686150"
3789,21706,"0,00686402"
3790,26563,"0,00686497"
3791,25407,"0,00686717"
3792,22637,"0,00686853"
3793,7422,"0,00686890"
3794,15435,"0,00686954"
3795,29319,"0,00686991"
3796,16121,"0,00687047"
3797,19313,"0,00687430"
3798,3497,"0,00687785"
3799,11836,"0,00688048"
3800,22392,"0,00688079"
3801,4808,"0,00688367"
3802,27940,"0,00688726"
3803,19368,"0,00688914"
3804,7821,"0,00689082"
3805,20823,"0,00689502"
3806,10473,"0,00689703"
3807,20379,"0,00689721"
3808,28374,"0,00689942"
3809,23855,"0,00690170"
3810,11921,"0,00690220"
3811,13671,"0,00690559"
3812,12423,"0,00690638"
3813,24344,"0,00690924"
3814,22518,"0,00691025"
3815,1085,"0,00691283"
3816,23267,"0,00691431"
3817,15245,"0,00691527"
3818,20839,"0,00691580"
3819,23985,"0,00691755"
3820,19487,"0,00691880"
3821,23168,"0,00692225"
3822,88,"0,00692432"
3823,3885,"0,00692815"
3824,8259,"0,00692995"
3825,14998,"0,00693345"
3826,2843,"0,00693896"
3827,29078,"0,00694135"
3828,8581,"0,00694990"
3829,6235,"0,00695243"
3830,13676,"0,00695402"
3831,15951,"0,00695582"
3832,8613,"0,00696061"
3833,1322,"0,00696163"
3834,4320,"0,00696315"
3835,3718,"0,00696774"
3836,28700,"0,00696876"
3837,24878,"0,00696889"
3838,23327,"0,00697309"
3839,4376,"0,00697831"
3840,25086,"0,00697863"
3841,13568,"0,00698007"
3842,12441,"0,00698108"
3843,29348,"0,00698239"
3844,7473,"0,00698456"
3845,3655,"0,00698458"
3846,3417,"0,00698741"
3847,13237,"0,00699235"
3848,4816,"0,00699324"
3849,10688,"0,00699334"
3850,23194,"0,00699448"
3851,21946,"0,00699752"
3852,10520,"0,00699789"
3853,9317,"0,00699792"
3854,27919,"0,00700277"
3855,7890,"0,00700561"
3856,15040,"0,00700626"
3857,9344,"0,00700774"
3858,16749,"0,00701380"
3859,4304,"0,00701692"
3860,12118,"0,00701796"
3861,19894,"0,00701826"
3862,20190,"0,00701844"
3863,9845,"0,00701897"
3864,26318,"0,00702161"
3865,16505,"0,00702217"
3866,3151,"0,00702251"
3867,1535,"0,00702719"
3868,7465,"0,00703019"
3869,1080,"0,00703325"
3870,21219,"0,00703418"
3871,18872,"0,00703517"
3872,9058,"0,00703541"
3873,23415,"0,00703693"
3874,25122,"0,00703764"
3875,15129,"0,00703872"
3876,18265,"0,00703985"
3877,9420,"0,00704241"
3878,20630,"0,00704331"
3879,18864,"0,00704396"
3880,26486,"0,00704402"
3881,20683,"0,00704414"
3882,10987,"0,00704503"
3883,27951,"0,00704656"
3884,1349,"0,00704718"
3885,11466,"0,00704834"
3886,29313,"0,00705022"
3887,278,"0,00705069"
3888,27997,"0,00705077"
3889,17911,"0,00705110"
3890,11729,"0,00705202"
3891,7940,"0,00705209"
3892,14172,"0,00705210"
3893,13151,"0,00705366"
3894,13390,"0,00705406"
3895,25467,"0,00705410"
3896,7552,"0,00705411"
3897,15992,"0,00705480"
3898,16970,"0,00705679"
3899,29427,"0,00705749"
3900,25349,"0,00706101"
3901,13353,"0,00706122"
3902,22191,"0,00706212"
3903,1640,"0,00706459"
3904,7909,"0,00706460"
3905,20926,"0,00706788"
3906,23597,"0,00706884"
3907,9799,"0,00707083"
3908,14275,"0,00707113"
3909,9121,"0,00707669"
3910,26344,"0,00707707"
3911,5364,"0,00707775"
3912,25937,"0,00708044"
3913,13782,"0,00708087"
3914,186,"0,00708193"
3915,24281,"0,00708363"
3916,6860,"0,00708626"
3917,21582,"0,00708899"
3918,2825,"0,00709025"
3919,10685,"0,00709071"
3920,26401,"0,00709173"
3921,10847,"0,00709490"
3922,8148,"0,00709532"
3923,12692,"0,00709587"
3924,9012,"0,00709631"
3925,28257,"0,00709640"
3926,28462,"0,00709992"
3927,15425,"0,00710094"
3928,8690,"0,00710449"
3929,17333,"0,00710542"
3930,5821,"0,00710725"
3931,436,"0,00711085"
3932,17303,"0,00711117"
3933,13801,"0,00711159"
3934,13968,"0,00711234"
3935,6953,"0,00711341"
3936,10767,"0,00711902"
3937,1930,"0,00711943"
3938,4147,"0,00711987"
3939,4963,"0,00712286"
3940,28494,"0,00712364"
3941,15452,"0,00712639"
3942,10514,"0,00712692"
3943,23598,"0,00713144"
3944,3719,"0,00713700"
3945,29525,"0,00713746"
3946,27702,"0,00713789"
3947,10943,"0,00714057"
3948,28134,"0,00714121"
3949,6112,"0,00714180"
3950,15866,"0,00714526"
3951,8811,"0,00714571"
3952,16435,"0,00714629"
3953,22985,"0,00714637"
3954,10876,"0,00714912"
3955,16916,"0,00715009"
3956,28155,"0,00715066"
3957,8854,"0,00715256"
3958,21725,"0,00715323"
3959,9474,"0,00715450"
3960,4405,"0,00715551"
3961,20592,"0,00715961"
3962,5691,"0,00716461"
3963,16005,"0,00716501"
3964,25238,"0,00716767"
3965,21141,"0,00716810"
3966,19561,"0,00717481"
3967,7280,"0,00717543"
3968,7314,"0,00717601"
3969,17778,"0,00717640"
3970,12203,"0,00717685"
3971,14241,"0,00717714"
3972,19449,"0,00717737"
3973,24270,"0,00717990"
3974,7275,"0,00718304"
3975,29462,"0,00718346"
3976,16645,"0,00718467"
3977,18869,"0,00718634"
3978,6101,"0,00718742"
3979,6803,"0,00719743"
3980,19514,"0,00719992"
3981,27731,"0,00720107"
3982,9427,"0,00720346"
3983,7981,"0,00720680"
3984,16578,"0,00721155"
3985,18571,"0,00721317"
3986,2980,"0,00721363"
3987,14167,"0,00721378"
3988,5627,"0,00721397"
3989,8827,"0,00721623"
3990,7362,"0,00721765"
3991,12821,"0,00721945"
3992,26547,"0,00722058"
3993,13685,"0,00722127"
3994,18418,"0,00722184"
3995,524,"0,00722185"
3996,11255,"0,00722968"
3997,692,"0,00723371"
